Index of difficulty (bits),Response time (ms),Target size (px),Target distance (px),Start time (s),End time (s),Target position X (px),Target position Y (px)
4.446256229889564,928,30,327,44.230916399974376,45.158904500014614
4.446256229889564,861,30,327,45.65678429999389,46.518167899979744
4.446256229889564,642,30,327,46.76263110002037,47.40467700001318
4.446256229889564,680,30,327,47.71064740000293,48.390782799979206
4.446256229889564,972,30,327,48.65067070000805,49.622833199973684
4.446256229889564,690,30,327,49.97076439997181,50.66074889997253
4.446256229889564,842,30,327,50.96871210000245,51.81079359998694
4.446256229889564,817,30,327,52.028709699981846,52.84571169997798
4.446256229889564,729,30,327,53.139778800017666,53.86902560002636
4.446256229889564,776,30,327,54.09885359997861,54.87476470001275
4.446256229889564,1193,30,327,55.03990219999105,56.23284940002486
4.446256229889564,810,30,327,56.48586710001109,57.29571289999876
