Index of Difficulty,Size (px),Distance (px)
48.88415589998476,1287,669
48.88517409999622,1287,667
48.88588860002346,1287,664
48.88685990002705,1287,662
48.888205499970354,1287,660
48.88926969998283,1287,658
48.89018659997964,1287,655
48.8911659999867,1287,654
48.89219260000391,1287,651
48.893149800016545,1287,648
48.894165300007444,1287,647
48.89486850000685,1287,645
48.89618119999068,1287,643
48.89715520001482,1287,640
48.897868199972436,1288,638
48.89921359997243,1288,637
48.89987199997995,1288,633
48.90118360001361,1288,631
48.90187100000912,1288,630
48.90319859998999,1288,627
48.904161799990106,1288,624
48.90487059997395,1288,622
48.905865799984895,1288,620
48.9071971999947,1288,617
48.90817559999414,1288,615
48.909221999987494,1288,612
48.910174900025595,1288,610
48.911178199981805,1288,609
48.9118698000093,1289,605
48.91319300001487,1289,603
48.914188000024296,1289,602
48.915196700021625,1289,599
48.91586710000411,1289,595
48.91686779999873,1289,594
48.917865599971265,1289,591
48.918883199978154,1289,589
48.92020120000234,1289,588
48.921192199981306,1289,586
48.922171899990644,1289,583
48.92317710001953,1289,581
48.92387040000176,1289,580
48.92487980000442,1289,579
48.926209900004324,1289,576
48.926896499993745,1289,574
48.92923389998032,1289,572
48.930218799971044,1289,570
48.93118880002294,1289,568
48.93218220002018,1289,566
48.9338679999928,1289,563
48.93518959998619,1289,562
48.93623460002709,1289,560
48.93719859997509,1289,559
48.93818519997876,1289,558
48.9388758999994,1289,555
48.94015580002451,1289,554
48.94116819999181,1289,553
48.94216759997653,1289,552
48.94319129997166,1289,551
48.94386629998917,1289,548
48.945183900010306,1289,547
48.94615099998191,1289,546
48.947171000007074,1289,545
48.94816540001193,1289,544
48.94886549998773,1289,542
48.949866999988444,1289,540
48.95227090001572,1289,539
48.95322079997277,1289,538
48.95387690002099,1289,537
48.955181600002106,1289,535
48.95618390000891,1289,533
48.959230299980845,1289,532
48.96021669998299,1289,531
48.96117259998573,1289,529
48.96218440000666,1289,528
48.96413959999336,1289,527
48.965176000026986,1289,526
48.9661511000013,1290,525
48.96787829999812,1290,524
48.969295000017155,1290,522
48.97086719999788,1290,521
48.9718630000134,1290,520
48.97516869998071,1290,519
48.975873599993065,1290,518
48.977143299998716,1290,517
48.97919039998669,1290,516
48.98033320001559,1290,515
48.982181400002446,1290,514
48.98517770000035,1290,513
48.98621960001765,1290,512
48.987876800005324,1290,511
48.989206700003706,1290,510
48.99119259999134,1290,509
48.993876499996986,1290,508
48.997872499981895,1290,507
48.99887140002102,1291,507
48.99987210001564,1291,506
49.0031963000074,1291,505
49.00816379999742,1291,504
49.01087210001424,1291,503
49.01620209997054,1291,502
49.01897909998661,1291,501
49.02287569997134,1292,500
49.02887139999075,1292,499
49.0301767999772,1292,498
49.03517759998795,1292,497
49.03626889997395,1292,496
49.03914770000847,1292,495
49.042869099997915,1292,494
49.04587510001147,1292,493
49.04990069998894,1292,492
49.05218679999234,1293,491
49.053182300005574,1293,490
49.05916970001999,1293,489
49.062198199972045,1293,488
49.06286770000588,1294,488
49.06714769999962,1294,487
49.06787640001858,1294,486
49.06930159998592,1294,485
49.07519529998535,1294,484
49.07617199997185,1294,483
49.08018579997588,1294,482
49.083193200000096,1295,481
49.08620520000113,1295,480
49.09117369999876,1295,479
49.09317579999333,1295,478
49.09613710001577,1295,477
49.09887659997912,1295,476
49.103194599971175,1295,475
49.10387140000239,1295,474
49.1051667999709,1296,474
49.10618770000292,1296,473
49.10987430001842,1296,472
49.11086860002251,1296,471
49.113867299980484,1297,471
49.115182999987155,1297,470
49.1161632000003,1297,469
49.11717450001743,1297,468
49.12087340001017,1297,467
49.121859700011555,1297,466
49.12287710001692,1298,466
49.124873899971135,1298,465
49.12587490002625,1298,464
49.12713859998621,1298,463
49.127873399993405,1299,463
49.129178099974524,1299,462
49.13220029999502,1299,461
49.134160300018266,1300,461
49.13487329997588,1300,460
49.13624670001445,1300,459
49.13687879999634,1300,458
49.13885649997974,1300,457
49.14019329997245,1300,456
49.14216280000983,1300,455
49.14318299997831,1300,454
49.14616030000616,1300,453
49.1478713999968,1300,452
49.14913869998418,1301,451
49.15087249997305,1301,450
49.154187500011176,1301,449
49.15517019998515,1301,448
49.1582056999905,1302,447
49.16116730001522,1302,446
49.169204899983015,1303,446
49.182873699988704,1303,445
49.47390619997168,1303,446
49.475208699994255,1303,447
49.47922049998306,1304,447
49.47987400001148,1304,448
49.482205000007525,1304,449
49.483170000021346,1304,450
49.48520449997159,1305,450
49.48587670002598,1305,451
49.48887439997634,1305,452
49.49386930000037,1305,453
49.49687440000707,1305,454
49.50325030001113,1305,455
49.51318980002543,1306,456
49.51617169997189,1306,457
49.52288140001474,1306,458
49.52918369998224,1306,459
49.53816230001394,1306,460
49.566891200025566,1307,460
Index of Difficulty,Size (px),Distance (px)
4.446256229889564,30,327
Timestamp (s),Position X (px),Position Y (px)
49.987529499980155,1280,800
50.080101799976546,1280,801
50.083248600014485,1280,802
50.08488430001307,1280,803
50.08587000000989,1280,804
50.08718159998534,1280,805
50.08920480002416,1280,807
50.09020929998951,1279,808
50.09118510002736,1279,810
50.091873799974564,1278,811
50.09318999998504,1278,812
50.09388180001406,1278,814
50.09519119997276,1277,816
50.0961603000178,1277,817
50.097181599994656,1276,819
50.09919699997408,1275,823
50.10016929998528,1275,824
50.101185799983796,1275,825
50.10218330001226,1274,827
50.10289490001742,1274,828
50.10419829998864,1274,829
50.104879799997434,1274,831
50.10720989998663,1273,833
50.10820279998006,1273,834
50.109194400021806,1273,836
50.10987699998077,1273,837
50.111191499978304,1272,838
50.11217179999221,1272,841
50.11319459998049,1272,843
50.11387639999157,1272,845
50.11486560001504,1271,848
50.11586840002565,1270,851
50.11719429999357,1270,852
50.118187099986244,1270,855
50.11886930000037,1269,857
50.12024630000815,1269,858
50.121176499989815,1269,861
50.12187759997323,1268,864
50.12318729999242,1268,865
50.12388189998455,1268,867
50.12518159998581,1267,869
50.12587859999621,1267,871
50.12687600002391,1267,873
50.12788099999307,1267,875
50.129172099987045,1266,876
50.13021769997431,1266,878
50.13087639998412,1266,880
50.1321855999995,1265,881
50.13316610001493,1265,883
50.134155399980955,1265,885
50.13517079997109,1265,888
50.13587389996974,1264,889
50.137164400017355,1264,891
50.13787330000196,1264,892
50.13887369999429,1263,894
50.14019990002271,1263,895
50.141170700022485,1263,896
50.14188599999761,1263,898
50.14318369998364,1262,899
50.144172200001776,1262,901
50.146165399986785,1262,903
50.14788090001093,1261,905
50.149179000000004,1261,906
50.15023259998998,1261,907
50.1511694000219,1261,909
50.15290320001077,1261,911
50.15388840000378,1261,913
50.15618699998595,1261,915
50.1578717000084,1260,917
50.15919269999722,1260,918
50.16087169997627,1260,920
50.161874099983834,1260,922
50.16318069997942,1259,922
50.16387350001605,1259,923
50.16518000001088,1259,924
50.16618270002073,1259,925
50.167142099991906,1259,926
50.1681671999977,1258,927
50.16915909998352,1258,928
50.1701911999844,1258,929
50.17114709998714,1258,930
50.173184900020715,1258,932
50.17415420000907,1258,933
50.175194400013424,1257,933
50.176182899973355,1257,935
50.178193799976725,1257,937
50.17918119998649,1257,938
50.18087270000251,1257,941
50.18187809997471,1256,941
50.1828688000096,1256,942
50.184197499998845,1256,943
50.18485949997557,1256,945
50.18721880001249,1256,946
50.18789529998321,1255,947
50.19033509999281,1255,949
50.19116679998115,1255,950
50.19317069998942,1255,952
50.19416650000494,1255,953
50.196162200008985,1255,954
50.19687109999359,1254,956
50.20018749998417,1254,958
50.200871300010476,1254,959
50.202166499977466,1254,960
50.202920700015966,1254,961
50.204187499999534,1254,962
50.2051696999697,1253,962
50.205882099980954,1253,963
50.20721849997062,1252,964
50.20917390001705,1252,965
50.210203399998136,1252,966
50.21118560002651,1252,967
50.212855399993714,1252,968
50.21487139997771,1252,970
50.217186699970625,1252,971
50.218185400008224,1251,972
50.22020530002192,1251,973
50.221182900015265,1251,974
50.22317650000332,1251,975
50.22387270000763,1251,976
50.226877700013574,1251,977
50.22787220001919,1250,977
50.22887729998911,1250,978
50.22989519999828,1250,979
50.23187279998092,1250,980
50.234160399995744,1250,981
50.234859100019094,1250,982
50.2378704000148,1250,983
50.23918259999482,1250,984
50.24417020002147,1250,985
50.245176399999764,1250,986
50.246160199982114,1250,987
50.25119779998204,1250,988
50.251902499992866,1250,989
50.25419020000845,1250,990
50.255188399984036,1250,991
50.25618209998356,1250,992
50.25714599998901,1250,993
50.26019230001839,1250,994
50.26188140001614,1249,995
50.263164500007406,1249,996
50.26386619999539,1249,997
50.266193700022995,1249,998
50.266876699985005,1249,999
50.268882900010794,1249,1000
50.269906600005925,1249,1001
50.27121099998476,1248,1002
50.272162100009155,1248,1003
50.272868199972436,1248,1004
50.27419229998486,1248,1005
50.2761901000049,1247,1005
50.277195399976335,1247,1006
50.27787960000569,1247,1007
50.280191799975,1247,1009
50.28114269999787,1247,1010
50.284150500025135,1247,1011
50.28622240002733,1247,1012
50.28687670000363,1246,1012
50.28814999997849,1246,1013
50.289196599973366,1246,1014
50.290227800025605,1246,1015
50.29116740002064,1246,1016
50.29215589998057,1246,1017
50.29319250001572,1246,1018
50.29687850002665,1245,1019
50.29817369999364,1245,1020
50.30023320001783,1245,1021
50.30087360000471,1245,1022
50.30416990001686,1245,1023
50.30617009999696,1245,1024
50.31019799999194,1245,1025
50.31417520000832,1245,1026
50.31686239998089,1245,1027
50.31819879997056,1245,1028
50.325905599980615,1245,1029
50.32989039999666,1245,1030
50.33788230002392,1245,1031
50.342192200012505,1245,1033
50.34717470000032,1245,1034
50.34817249997286,1245,1035
50.35219170001801,1245,1036
50.353250099986326,1245,1037
50.356188700010534,1245,1038
50.35787509998772,1245,1039
50.35917160002282,1244,1040
50.36315220000688,1244,1041
50.36516859999392,1244,1042
50.36618160002399,1244,1043
50.36787900002673,1244,1044
50.368872400023974,1244,1045
50.370881300012115,1244,1046
50.37187339999946,1244,1047
50.37488700001268,1244,1048
50.3768785999855,1244,1049
50.379176900023594,1244,1050
50.38119069999084,1244,1051
50.38186999998288,1244,1052
50.38317849999294,1243,1053
50.38419289997546,1243,1054
50.38618480000878,1243,1055
50.39017089997651,1243,1056
50.3911766000092,1243,1057
50.392212499980815,1243,1058
50.39414659998147,1243,1059
50.39516710001044,1243,1060
50.39817549998406,1243,1061
50.401168100012,1243,1062
50.40186609997181,1243,1063
50.402991999988444,1242,1063
50.404175199975725,1242,1065
50.40689990000101,1242,1066
50.408877499983646,1242,1067
50.41117739997571,1242,1068
50.41487149999011,1242,1069
50.41587789996993,1242,1071
50.419884699978866,1242,1072
50.42089429998305,1242,1073
50.4261920999852,1242,1074
50.42688220000127,1242,1075
50.42988030001288,1242,1076
50.43217260000529,1242,1077
50.43320909998147,1242,1078
50.43388269998832,1241,1078
50.43520740000531,1241,1079
50.43821009999374,1241,1080
50.43918919999851,1241,1081
50.44118929997785,1241,1082
50.443885100015905,1241,1083
50.445878400001675,1240,1084
50.44687280000653,1240,1085
50.44788019999396,1240,1086
50.45087780000176,1240,1087
50.45216300000902,1240,1088
50.45519279997097,1240,1089
50.45630540000275,1240,1090
50.45720669999719,1240,1091
50.45987690001493,1240,1092
50.46087750000879,1240,1093
50.46387669997057,1240,1094
50.465171799995005,1240,1095
50.466185199969914,1240,1096
50.46917080000276,1240,1097
50.4702638000017,1239,1099
50.472206600010395,1239,1100
50.47288369998569,1239,1101
50.476168799970765,1239,1102
50.47819829999935,1239,1103
50.47916930000065,1239,1104
50.48118920001434,1239,1105
50.48219399998197,1239,1106
50.48487520002527,1239,1107
50.48829670000123,1239,1108
50.48920780001208,1239,1109
50.49419890000718,1239,1110
50.49487819999922,1239,1111
50.49887750000926,1239,1112
50.50015889998758,1238,1112
50.50326480000513,1238,1113
50.50723950000247,1238,1114
50.510200800024904,1238,1115
50.51388370001223,1238,1116
50.517865400004666,1238,1117
50.520888999977615,1238,1118
50.52487949997885,1237,1118
50.52686280000489,1237,1119
50.529875900014304,1237,1120
50.534163300006185,1237,1121
50.544180100027006,1237,1122
50.549473999999464,1237,1123
50.56221619999269,1237,1124
50.5680413999944,1237,1125
50.57422399998177,1237,1126
50.576879500004,1236,1126
Index of Difficulty,Size (px),Distance (px)
4.446256229889564,30,327
Timestamp (s),Position X (px),Position Y (px)
50.97383620002074,1280,800
51.15910270001041,1280,799
51.15989010001067,1280,798
51.1632069000043,1280,797
51.16388910001842,1280,796
51.165883300011046,1280,795
51.166875800001435,1280,794
51.16818099998636,1280,793
51.17029330000514,1280,792
51.172213200014085,1280,791
51.17320139997173,1280,790
51.174176100001205,1280,789
51.17487300001085,1280,788
51.176880199986044,1280,787
51.17787369998405,1280,785
51.18023589998484,1280,784
51.18117789999815,1280,783
51.18319980002707,1280,781
51.18422210001154,1280,780
51.186195700021926,1280,779
51.18724190001376,1280,778
51.1882163999835,1280,777
51.18915160000324,1280,776
51.18987130001187,1280,774
51.19219889998203,1280,773
51.19318729999941,1280,772
51.19386910001049,1280,771
51.194879100017715,1280,770
51.19616340001812,1280,769
51.19688140001381,1280,767
51.19787719997112,1280,766
51.19915579998633,1280,765
51.19989250000799,1280,764
51.201145600003656,1280,762
51.2021778000053,1280,761
51.20287759997882,1281,760
51.20390060002683,1281,759
51.20519549999153,1281,757
51.2062027999782,1281,755
51.20688070001779,1282,754
51.20816969999578,1282,752
51.209195900009945,1282,751
51.21000319998711,1282,749
51.21087870001793,1283,747
51.211885199998505,1283,746
51.21287899999879,1283,744
51.21417009999277,1283,742
51.214871699979994,1283,741
51.21587890002411,1284,739
51.21687429997837,1284,736
51.21814589999849,1284,735
51.21919269999489,1284,733
51.21988769999007,1284,732
51.221221500018146,1285,729
51.22220409999136,1285,726
51.22289129998535,1285,725
51.224164200015366,1285,722
51.2251632999978,1285,720
51.225872999988496,1285,719
51.22715380002046,1285,716
51.22818360000383,1285,714
51.22919360001106,1285,713
51.23020809999434,1285,710
51.23088180000195,1285,709
51.23188699997263,1285,707
51.23316200001864,1285,704
51.233865200018045,1286,703
51.234882200020365,1286,701
51.23615060001612,1286,699
51.23689050000394,1286,697
51.23788460000651,1286,695
51.23888050002279,1286,694
51.24018010002328,1286,692
51.24117240001215,1286,689
51.242216199985705,1287,688
51.243186399980914,1287,687
51.24418610002613,1287,684
51.2451881999732,1287,683
51.24616789998254,1287,681
51.247167100023944,1287,680
51.24820809997618,1287,679
51.24916870001471,1287,677
51.24989129998721,1287,674
51.250877999991644,1287,673
51.25189189997036,1287,672
51.25317400001222,1287,669
51.254218799993396,1287,667
51.2551902999985,1288,667
51.255885099992156,1288,665
51.25717649998842,1288,664
51.258199899981264,1288,662
51.25917360000312,1288,660
51.26088080002228,1288,659
51.26221379998606,1288,657
51.26320599997416,1288,656
51.2641781999846,1288,654
51.265884899999946,1288,653
51.26720469997963,1288,651
51.26916959998198,1288,648
51.271185700024944,1288,647
51.272203899978194,1288,645
51.27316839998821,1289,644
51.27418479998596,1289,642
51.27517149999039,1289,640
51.277143299987074,1289,639
51.278198799991515,1289,638
51.27887819998432,1289,636
51.28015439998126,1289,634
51.28221380000468,1289,633
51.28318089997629,1289,632
51.28388240002096,1290,630
51.28517390001798,1290,629
51.286192999978084,1290,627
51.28790090000257,1290,625
51.29024689999642,1290,624
51.29118599998765,1290,622
51.29188009997597,1290,621
51.29316649999237,1290,619
51.293869099987205,1290,618
51.295192899997346,1290,617
51.296177299984265,1290,616
51.2971727999975,1290,615
51.29817700001877,1291,613
51.29919069999596,1291,612
51.2999157999875,1291,611
51.30119999998715,1291,610
51.30219939997187,1291,608
51.30320179997943,1291,607
51.30420489999233,1291,606
51.30515590001596,1291,605
51.305858200008515,1291,604
51.3068801999907,1291,603
51.30816890002461,1291,602
51.30917349999072,1291,601
51.30988359998446,1291,600
51.31117100000847,1291,599
51.31216969998786,1291,598
51.31286429997999,1291,597
51.31415190000553,1291,596
51.314884199993685,1292,593
51.31618480000179,1292,592
51.31687869998859,1292,591
51.31820139999036,1292,590
51.3191639999859,1292,589
51.3202635999769,1292,588
51.3211870000232,1292,587
51.322205499978736,1292,586
51.323177799989935,1292,585
51.32388280000305,1292,584
51.325164399982896,1292,583
51.32618959998945,1292,582
51.32718159997603,1292,581
51.32887720002327,1292,579
51.33017259999178,1292,578
51.33220070000971,1292,576
51.33288190001622,1292,575
51.33519850001903,1292,574
51.33620530000189,1292,572
51.33819530002074,1292,571
51.339173800020944,1292,570
51.341182000003755,1292,569
51.342179199971724,1292,567
51.345885700022336,1292,566
51.34719689999474,1292,565
51.349165600026026,1292,564
51.34988829999929,1292,562
51.35220379999373,1292,561
51.35319290001644,1292,560
51.35490019997815,1292,559
51.35616460000165,1292,558
51.35718120000092,1292,557
51.35887439997168,1292,556
51.36088799999561,1292,555
51.36219389998587,1292,554
51.36515760002658,1292,553
51.36616969999159,1292,552
51.36919489997672,1292,551
51.36990719998721,1292,550
51.37119979999261,1292,549
51.374203599989414,1292,548
51.37717659998452,1292,547
51.37817619997077,1293,546
51.38216869998723,1293,545
51.38317129999632,1293,544
51.384872899972834,1293,543
51.38619390001986,1293,542
51.38790029997472,1293,541
51.38988440000685,1293,540
51.39116759999888,1293,539
51.39287899999181,1293,538
51.394170699990354,1293,537
51.39618039998459,1293,536
51.39814820000902,1293,535
51.399924399971496,1293,534
51.4022012000205,1294,534
51.40318209998077,1294,533
51.40425520000281,1294,532
51.40787360002287,1294,531
51.40919039997971,1294,530
51.41088819998549,1294,529
51.412876299989875,1294,528
51.41488090000348,1294,527
51.419151499983855,1294,526
51.42024299997138,1294,525
51.42089589999523,1295,524
51.424161300004926,1295,523
51.42617519997293,1295,522
51.42988090001745,1296,521
51.43318609998096,1296,520
51.43417760002194,1296,519
51.439194899983704,1296,518
51.44388989999425,1297,517
51.4522121999762,1297,516
51.45318309997674,1297,515
51.45587639999576,1297,514
51.461215600022115,1297,513
51.46319510001922,1297,512
51.470906600006856,1297,511
51.473885599989444,1297,510
51.47788540000329,1297,509
51.4828823999851,1297,508
51.4858944999869,1297,507
51.491897900006734,1297,506
51.4948903999757,1298,506
51.496175899985246,1298,505
51.51289529999485,1298,504
51.52720539999427,1298,503
51.56391640001675,1299,503
51.56719139998313,1299,502
51.58220489998348,1299,501
51.58791679999558,1299,500
51.598895200004335,1299,499
51.605887999990955,1299,498
51.61190020001959,1299,497
51.61818759999005,1299,496
51.62422569998307,1299,495
51.62719620001735,1300,495
51.62887469999259,1300,494
51.63219149998622,1300,493
51.63417550001759,1300,492
51.63924940000288,1301,491
51.64017339999555,1301,490
51.645200399972964,1301,489
51.646179499977734,1301,488
51.64932000002591,1301,487
51.654231399996206,1301,486
51.65517739998177,1302,486
51.65619820001302,1302,485
51.65720319998218,1303,485
51.65989680000348,1303,484
51.66120700002648,1303,483
51.66218009998556,1303,482
51.66520310001215,1303,481
51.66633129998809,1304,480
51.669292200007476,1304,479
51.67189009999856,1304,478
51.67322260001674,1304,477
51.6759325999883,1304,476
51.67818320001243,1304,475
51.68118299997877,1305,475
51.682888699986506,1305,474
51.68517830001656,1305,473
51.688262399984524,1305,472
51.692261999996845,1305,471
51.693263399996795,1305,470
51.693880199978594,1306,470
51.69619569997303,1306,469
51.69989240000723,1306,468
51.707883999974,1306,467
51.711227699997835,1306,466
51.71821199997794,1306,465
51.724897200008854,1307,465
Index of Difficulty,Size (px),Distance (px)
4.446256229889564,30,327
Timestamp (s),Position X (px),Position Y (px)
52.0407005000161,1280,800
52.19691850000527,1280,801
52.19788970000809,1280,802
52.200213800009806,1280,803
52.20120519999182,1280,804
52.202882800018415,1280,806
52.204278699995484,1280,807
52.204890199995134,1281,808
52.206210599979386,1281,809
52.207209400017746,1281,810
52.208893699978944,1281,811
52.20996529998956,1281,813
52.210896599979606,1282,813
52.21220780001022,1282,815
52.21287139999913,1282,816
52.214880499988794,1282,818
52.21689029998379,1282,820
52.21819769998547,1282,821
52.21987019997323,1282,823
52.22090070002014,1282,824
52.22220969997579,1283,825
52.22288989997469,1283,826
52.223886399995536,1283,827
52.22516179998638,1283,828
52.226183200022206,1283,830
52.22733959998004,1284,830
52.227869700000156,1284,832
52.229168999998365,1284,834
52.230878499976825,1284,835
52.232202299986966,1284,836
52.233202299976256,1285,837
52.23419410001952,1285,839
52.235872499994,1285,841
52.23719870002242,1285,842
52.238211399992,1285,843
52.2388907999848,1285,844
52.240245199995115,1286,845
52.24119949998567,1286,846
52.2418923000223,1286,848
52.24320289999014,1287,849
52.244181199988816,1287,850
52.24487070000032,1287,852
52.24615969997831,1288,853
52.246888800000306,1288,854
52.2478716999758,1288,856
52.24919790000422,1289,856
52.25018610002007,1289,858
52.251882900018245,1289,860
52.252880899992306,1289,861
52.254220800008625,1289,862
52.25489440001547,1289,863
52.256208800012246,1289,864
52.25719069998013,1289,865
52.257890600012615,1289,866
52.25927199999569,1289,867
52.2601770000183,1289,869
52.26088509999681,1289,870
52.26288160000695,1289,871
52.264175300020725,1290,872
52.26517199998489,1290,873
52.26617590000387,1290,874
52.267174699984025,1290,875
52.269200499984436,1290,876
52.26993080001557,1290,877
52.271245200012345,1290,878
52.27188329998171,1291,879
52.273175599984825,1291,880
52.27417180000339,1291,881
52.27518029999919,1291,882
52.275882599991746,1291,883
52.27787910000188,1291,884
52.27916999999434,1291,886
52.28115739999339,1291,887
52.28220150002744,1291,889
52.28419490001397,1291,890
52.28519399999641,1291,892
52.287243800004944,1291,893
52.28789610002423,1291,894
52.289206099987496,1291,895
52.290286500006914,1291,896
52.29123550001532,1291,897
52.292184700025246,1292,898
52.29288500000257,1292,899
52.29387940000743,1292,900
52.29516540002078,1292,901
52.29619839997031,1292,903
52.298178699973505,1292,905
52.299981000018306,1292,907
52.30089760001283,1292,908
52.30317879997892,1292,910
52.30425829999149,1292,911
52.30489580001449,1293,912
52.30588569998508,1293,913
52.30721180001274,1293,914
52.30788550002035,1293,915
52.309169200016186,1293,917
52.311198299983516,1293,919
52.31187779997708,1293,920
52.312885500025004,1293,921
52.314195699989796,1293,923
52.31620240001939,1293,925
52.31715969997458,1293,927
52.31894770002691,1293,929
52.320908900001086,1293,931
52.32220459997188,1293,933
52.32420869998168,1293,935
52.326179899973795,1293,937
52.32719109999016,1293,939
52.328882800007705,1293,940
52.330157799995504,1293,941
52.33114919997752,1294,942
52.33217100001639,1294,944
52.33288379997248,1294,945
52.33488119998947,1294,946
52.336162300023716,1294,947
52.33789760002401,1294,949
52.33929079998052,1294,951
52.341202299983706,1294,952
52.34219779999694,1294,953
52.34320800000569,1294,954
52.34418559999904,1294,956
52.345170599990524,1294,957
52.3468943000189,1294,958
52.348180799977854,1294,959
52.35018120001769,1294,960
52.35119959997246,1294,961
52.35188009997364,1294,962
52.3531947999727,1294,963
52.35420840000734,1294,964
52.356888799986336,1294,965
52.358884699991904,1294,966
52.359879399999045,1294,967
52.36188520002179,1294,968
52.36288450000575,1294,970
52.36586730001727,1294,971
52.36818679998396,1294,972
52.37189369997941,1294,973
52.373222000023816,1294,974
52.3742012999719,1294,975
52.37515919998987,1294,976
52.376872699998785,1294,977
52.3798769999994,1294,978
52.38289210002404,1294,979
52.38419509999221,1294,980
52.38619900000049,1294,981
52.38726150000002,1294,982
52.389199499972165,1294,983
52.38989120000042,1294,984
52.39189349999651,1294,985
52.395879000017885,1294,986
52.39717389998259,1294,987
52.39819590002298,1294,988
52.399457600025926,1294,989
52.40023189998465,1294,990
52.403182499983814,1294,991
52.403960899973754,1294,992
52.405871899973135,1294,993
52.40688909997698,1294,995
52.409895799995866,1294,996
52.41217730002245,1294,997
52.413189099985175,1294,998
52.414876999973785,1294,1000
52.41617420001421,1294,1001
52.417202099983115,1294,1002
52.41815300000599,1294,1003
52.42020459997002,1294,1004
52.42317219998222,1294,1005
52.42416649998631,1294,1007
52.425187000015285,1294,1008
52.426170799997635,1294,1009
52.42949110001791,1294,1010
52.42995169997448,1294,1011
52.43118429998867,1294,1012
52.43218300002627,1294,1013
52.43318950000685,1294,1014
52.43415350001305,1294,1015
52.436183599988,1294,1016
52.437270499998704,1294,1017
52.43925659998786,1294,1019
52.440185600018594,1294,1020
52.44119969999883,1294,1021
52.44215299998177,1294,1022
52.444168300018646,1294,1023
52.44588359998306,1294,1024
52.44818010000745,1293,1026
52.448882600001525,1293,1027
52.449914299999364,1293,1028
52.45115269999951,1293,1029
52.45317779999459,1293,1030
52.4551797999884,1293,1031
52.45620369998505,1293,1032
52.45688780001365,1293,1033
52.45815780002158,1293,1034
52.45988470001612,1293,1035
52.461157499987166,1293,1036
52.46217660000548,1293,1037
52.46517659997335,1293,1039
52.46721279999474,1293,1040
52.46819849999156,1293,1041
52.468888800009154,1293,1042
52.47189330001129,1293,1043
52.47288389998721,1293,1045
52.47520350001287,1293,1046
52.47587540000677,1293,1047
52.47991290001664,1293,1048
52.481178499991074,1293,1049
52.481877900019754,1293,1050
52.48419920000015,1293,1051
52.48520489997463,1293,1052
52.48616299999412,1292,1052
52.486881599994376,1292,1053
52.487908600014634,1292,1054
52.490228899987414,1292,1055
52.49088800000027,1292,1056
52.49220219999552,1292,1057
52.49420870002359,1292,1058
52.49519589997362,1292,1059
52.49917899997672,1292,1060
52.50018219999038,1292,1061
52.50117890001275,1292,1062
52.50317929999437,1292,1063
52.50427309999941,1292,1065
52.5081830000272,1292,1066
52.50917680002749,1292,1067
52.51116509997519,1292,1068
52.51220280001871,1292,1069
52.5141561999917,1292,1070
52.516201700025704,1292,1071
52.51716990000568,1292,1072
52.51788120000856,1291,1072
52.52090579998912,1291,1073
52.5218968000263,1291,1074
52.52389090001816,1291,1075
52.52489040000364,1291,1076
52.52617620001547,1291,1077
52.528160299989395,1290,1077
52.52918229997158,1290,1078
52.53018780000275,1290,1079
52.53219810000155,1290,1080
52.53317780001089,1290,1081
52.535191699978895,1290,1082
52.537157999991905,1290,1084
52.539173000026494,1290,1085
52.54119139997056,1289,1085
52.542209499981254,1289,1086
52.543179199972656,1289,1087
52.545175899984315,1289,1088
52.546162499987986,1289,1089
52.54917229997227,1289,1090
52.54989000002388,1288,1090
52.55116580001777,1288,1091
52.553945299994666,1288,1092
52.556174999976065,1288,1093
52.55687680002302,1288,1094
52.55917740002042,1288,1095
52.562206399976276,1288,1096
52.56488640001044,1288,1097
52.569203999999445,1287,1098
52.57022519997554,1287,1099
52.571896700013895,1287,1100
52.5732078999863,1287,1101
52.57620469998801,1287,1102
52.587207600008696,1287,1103
52.590405200026,1287,1104
52.601188600005116,1287,1105
52.60691079997923,1287,1106
52.63000140001532,1287,1107
52.657907199987676,1287,1108
52.6692629000172,1287,1109
52.68926160002593,1287,1110
52.69522619998315,1287,1111
52.701221199997235,1287,1112
52.71126299997559,1287,1113
52.722220700001344,1287,1114
52.75124120002147,1287,1115
52.75424759997986,1287,1116
52.758911499986425,1287,1117
52.76420400000643,1287,1118
52.76521799998591,1287,1119
52.774228500027675,1287,1120
52.78089059999911,1287,1121
52.784183499985375,1287,1122
52.80020210001385,1287,1123
Index of Difficulty,Size (px),Distance (px)
4.446256229889564,30,327
Timestamp (s),Position X (px),Position Y (px)
53.15549259999534,1280,800
53.29920760000823,1280,799
53.300280200026464,1280,798
53.30321939999703,1279,797
53.3052536000032,1279,796
53.30620779999299,1279,795
53.3072269000113,1278,795
53.30821609997656,1278,793
53.30888029997004,1278,792
53.31089099997189,1278,791
53.311892899975646,1278,790
53.3132053000154,1278,789
53.31418470002245,1278,788
53.315201900026295,1278,787
53.317194400005974,1278,786
53.31821300002048,1277,785
53.319314799970016,1277,784
53.32018689997494,1277,783
53.320908199995756,1277,782
53.321898599970154,1277,781
53.32389659999171,1277,779
53.32621809997363,1277,777
53.32717850001063,1277,776
53.328203000011854,1277,775
53.32921170000918,1277,774
53.33018649998121,1277,773
53.331204499991145,1277,771
53.332211199973244,1276,769
53.33418210002128,1276,767
53.33517879998544,1276,765
